Cell;Passage;bTau;bGal;DoublingTime
ADH-MSC;8;-0,1381;10,2;36,94285714
ADH-MSC;8;-0,0457;10,2;36,94285714
ADH-MSC;8;-0,086;10,2;36,94285714
ADH-MSC;8;-0,1808;10,2;36,94285714
ADH-MSC;8;-0,1859;10,2;36,94285714
ADH-MSC;8;-0,1269;10,2;36,94285714
ADH-MSC;8;-0,193;10,2;36,94285714
ADH-MSC;8;-0,1501;10,2;36,94285714
ADH-MSC;8;-0,1493;10,2;36,94285714
ADH-MSC;8;-0,1493;10,2;36,94285714
ADH-MSC;9;-0,2106;16,4;40,98571429
ADH-MSC;9;-0,0794;16,4;40,98571429
ADH-MSC;9;-0,1376;16,4;40,98571429
ADH-MSC;9;-0,0772;16,4;40,98571429
ADH-MSC;9;-0,1362;16,4;40,98571429
ADH-MSC;9;-0,2745;16,4;40,98571429
ADH-MSC;9;-0,172;16,4;40,98571429
ADH-MSC;9;-0,2436;16,4;40,98571429
ADH-MSC;9;-0,2966;16,4;40,98571429
ADH-MSC;9;-0,0431;16,4;40,98571429
ADH-MSC;9;-0,139;16,4;40,98571429
ADH-MSC;9;-0,0842;16,4;40,98571429
ADH-MSC;9;0,0912;16,4;40,98571429
ADH-MSC;9;-0,1807;16,4;40,98571429
ADH-MSC;9;-0,2914;16,4;40,98571429
ADH-MSC;9;-0,2106;16,4;40,98571429
ADH-MSC;9;-0,197;16,4;40,98571429
ADH-MSC;9;-0,2115;16,4;40,98571429
ADH-MSC;9;-0,2093;16,4;40,98571429
ADH-MSC;9;-0,1118;16,4;40,98571429
ADH-MSC;10;0,026;22,6;45,02857143
ADH-MSC;10;-0,0946;22,6;45,02857143
ADH-MSC;10;-0,0298;22,6;45,02857143
ADH-MSC;10;-0,0944;22,6;45,02857143
ADH-MSC;10;-0,2595;22,6;45,02857143
ADH-MSC;10;-0,2305;22,6;45,02857143
ADH-MSC;10;-0,1739;22,6;45,02857143
ADH-MSC;10;-0,3102;22,6;45,02857143
ADH-MSC;10;-0,204;22,6;45,02857143
ADH-MSC;10;-0,0763;22,6;45,02857143
ADH-MSC;10;-0,2297;22,6;45,02857143
ADH-MSC;10;-0,083;22,6;45,02857143
ADH-MSC;10;-0,1403;22,6;45,02857143
ADH-MSC;10;-0,113;22,6;45,02857143
ADH-MSC;10;-0,1386;22,6;45,02857143
ADH-MSC;10;-0,2378;22,6;45,02857143
ADH-MSC;10;-0,134;22,6;45,02857143
ADH-MSC;10;-0,263;22,6;45,02857143
ADH-MSC;10;-0,1715;22,6;45,02857143
ADH-MSC;10;-0,0842;22,6;45,02857143
ADH-MSC;11;0,097;28,8;49,07142857
ADH-MSC;11;-0,0106;28,8;49,07142857
ADH-MSC;11;0,1115;28,8;49,07142857
ADH-MSC;11;0,0131;28,8;49,07142857
ADH-MSC;11;0,1114;28,8;49,07142857
ADH-MSC;11;0,1609;28,8;49,07142857
ADH-MSC;11;0,165;28,8;49,07142857
ADH-MSC;11;-0,0764;28,8;49,07142857
ADH-MSC;11;0,0318;28,8;49,07142857
ADH-MSC;11;-0,0127;28,8;49,07142857
ADH-MSC;11;0,0716;28,8;49,07142857
ADH-MSC;11;0,1349;28,8;49,07142857
ADH-MSC;11;0,1075;28,8;49,07142857
ADH-MSC;11;0,022;28,8;49,07142857
ADH-MSC;11;-0,0542;28,8;49,07142857
ADH-MSC;11;0,023;28,8;49,07142857
ADH-MSC;11;0,0905;28,8;49,07142857
ADH-MSC;11;0,0403;28,8;49,07142857
ADH-MSC;11;-0,0287;28,8;49,07142857
ADH-MSC;11;0,1548;28,8;49,07142857
ADH-MSC;12;0,0838;35;53,11428571
ADH-MSC;12;-0,029;35;53,11428571
ADH-MSC;12;0,0251;35;53,11428571
ADH-MSC;12;0,0515;35;53,11428571
ADH-MSC;12;0,0397;35;53,11428571
ADH-MSC;12;0,0633;35;53,11428571
ADH-MSC;12;-0,0296;35;53,11428571
ADH-MSC;12;0,1751;35;53,11428571
ADH-MSC;12;0,1772;35;53,11428571
ADH-MSC;12;0,2018;35;53,11428571
ADH-MSC;12;0,2202;35;53,11428571
ADH-MSC;12;0,128;35;53,11428571
ADH-MSC;12;0,066;35;53,11428571
ADH-MSC;12;0,073;35;53,11428571
ADH-MSC;12;0,0348;35;53,11428571
ADH-MSC;12;0,1331;35;53,11428571
ADH-MSC;12;0,037;35;53,11428571
ADH-MSC;12;0,1032;35;53,11428571
ADH-MSC;12;0,0615;35;53,11428571
ADH-MSC;12;0,2248;35;53,11428571
ADH-MSC;12;0,1725;35;53,11428571
ADH-MSC;12;0,1573;35;53,11428571
ADH-MSC;12;0,1966;35;53,11428571
ADH-MSC;12;0,1465;35;53,11428571
ADH-MSC;12;0,2602;35;53,11428571
ADH-MSC;12;0,2619;35;53,11428571
ADH-MSC;12;0,3407;35;53,11428571
ADH-MSC;12;0,2068;35;53,11428571
ADH-MSC;12;0,3033;35;53,11428571
ADH-MSC;12;0,0106;35;53,11428571
ADH-MSC;12;0,148;35;53,11428571
ADH-MSC;12;0,1459;35;53,11428571
ADH-MSC;12;0,1074;35;53,11428571
ADH-MSC;12;0,2575;35;53,11428571
ADH-MSC;12;0,0478;35;53,11428571
ADH-MSC;12;0,1668;35;53,11428571
ADH-MSC;12;0,0721;35;53,11428571
ADH-MSC;12;0,2701;35;53,11428571
ADH-MSC;12;0,1124;35;53,11428571
ADH-MSC;12;0,1021;35;53,11428571
ADH-MSC;13;-0,0573;50,8;57,15714286
ADH-MSC;13;-0,0782;50,8;57,15714286
ADH-MSC;13;-0,0172;50,8;57,15714286
ADH-MSC;13;0,0465;50,8;57,15714286
ADH-MSC;13;0,0288;50,8;57,15714286
ADH-MSC;13;-0,0403;50,8;57,15714286
ADH-MSC;13;0,0131;50,8;57,15714286
ADH-MSC;13;-0,0859;50,8;57,15714286
ADH-MSC;13;-0,0581;50,8;57,15714286
ADH-MSC;13;-0,0568;50,8;57,15714286
ADH-MSC;13;0,1115;50,8;57,15714286
ADH-MSC;13;0,032;50,8;57,15714286
ADH-MSC;13;-0,0687;50,8;57,15714286
ADH-MSC;13;-0,1154;50,8;57,15714286
ADH-MSC;13;-0,0097;50,8;57,15714286
ADH-MSC;13;-0,0726;50,8;57,15714286
ADH-MSC;13;0,0172;50,8;57,15714286
ADH-MSC;13;-0,0657;50,8;57,15714286
ADH-MSC;13;-0,1338;50,8;57,15714286
ADH-MSC;13;-0,111;50,8;57,15714286
ADH-MSC;13;-0,0599;50,8;57,15714286
ADH-MSC;13;0,2413;50,8;57,15714286
ADH-MSC;13;0,1328;50,8;57,15714286
ADH-MSC;13;0,0283;50,8;57,15714286
ADH-MSC;13;0,0624;50,8;57,15714286
ADH-MSC;13;-0,0138;50,8;57,15714286
ADH-MSC;13;-0,0294;50,8;57,15714286
ADH-MSC;13;-0,0196;50,8;57,15714286
ADH-MSC;13;0,042;50,8;57,15714286
ADH-MSC;13;0,0457;50,8;57,15714286
ADH-MSC;13;-0,1039;50,8;57,15714286
ADH-MSC;13;0,0057;50,8;57,15714286
ADH-MSC;13;0,1313;50,8;57,15714286
ADH-MSC;13;0,0966;50,8;57,15714286
ADH-MSC;13;-0,0405;50,8;57,15714286
ADH-MSC;13;-0,0728;50,8;57,15714286
ADH-MSC;13;0,1026;50,8;57,15714286
ADH-MSC;13;-0,0137;50,8;57,15714286
ADH-MSC;13;-0,0236;50,8;57,15714286
ADH-MSC;13;-0,1246;50,8;57,15714286
ADH-MSC;16;0,181;66,6;61,2
ADH-MSC;16;0,4098;66,6;61,2
ADH-MSC;16;0,4163;66,6;61,2
ADH-MSC;16;0,3947;66,6;61,2
ADH-MSC;16;0,2972;66,6;61,2
ADH-MSC;16;0,3761;66,6;61,2
ADH-MSC;16;0,352;66,6;61,2
ADH-MSC;16;0,3857;66,6;61,2
ADH-MSC;16;0,4084;66,6;61,2
ADH-MSC;16;0,3486;66,6;61,2
ADH-MSC;16;0,2653;66,6;61,2
ADH-MSC;16;0,3209;66,6;61,2
ADH-MSC;16;0,2496;66,6;61,2
ADH-MSC;16;0,3818;66,6;61,2
ADH-MSC;16;0,3445;66,6;61,2
ADH-MSC;16;0,1841;66,6;61,2
ADH-MSC;16;0,2941;66,6;61,2
ADH-MSC;16;0,1937;66,6;61,2
ADH-MSC;16;0,2213;66,6;61,2
ADH-MSC;16;0,2166;66,6;61,2
ADH-MSC;17;0,0107;82,4;65,24285714
ADH-MSC;17;-0,0524;82,4;65,24285714
ADH-MSC;17;0,0184;82,4;65,24285714
ADH-MSC;17;-0,066;82,4;65,24285714
ADH-MSC;17;-0,038;82,4;65,24285714
ADH-MSC;17;-0,0998;82,4;65,24285714
ADH-MSC;17;-0,0601;82,4;65,24285714
ADH-MSC;17;0,0591;82,4;65,24285714
ADH-MSC;17;-0,0323;82,4;65,24285714
ADH-MSC;17;-0,0319;82,4;65,24285714
ADH-MSC;17;0,0127;82,4;65,24285714
ADH-MSC;17;-0,0454;82,4;65,24285714
ADH-MSC;17;-0,103;82,4;65,24285714
ADH-MSC;17;-0,0181;82,4;65,24285714
ADH-MSC;17;0,0264;82,4;65,24285714
ADH-MSC;17;-0,0594;82,4;65,24285714
ADH-MSC;17;-0,0156;82,4;65,24285714
ADH-MSC;17;0,0121;82,4;65,24285714
ADH-MSC;17;0,0067;82,4;65,24285714
ADH-MSC;17;-0,0628;82,4;65,24285714
