Passage;bTau;bGal;DoublingTime
16;0,3887;27,93333333;45,17692308
16;0,3867;27,93333333;45,17692308
16;0,3841;27,93333333;45,17692308
16;0,3967;27,93333333;45,17692308
16;0,4141;27,93333333;45,17692308
16;0,4803;27,93333333;45,17692308
16;0,2705;27,93333333;45,17692308
17;0,2673;30,04444444;46,30769231
17;0,2942;30,04444444;46,30769231
17;0,2809;30,04444444;46,30769231
17;0,2916;30,04444444;46,30769231
17;0,2797;30,04444444;46,30769231
17;0,2865;30,04444444;46,30769231
17;0,4208;30,04444444;46,30769231
17;0,3102;30,04444444;46,30769231
17;0,3367;30,04444444;46,30769231
17;0,3551;30,04444444;46,30769231
17;0,2418;30,04444444;46,30769231
17;0,3608;30,04444444;46,30769231
17;0,3579;30,04444444;46,30769231
17;0,2806;30,04444444;46,30769231
17;0,2736;30,04444444;46,30769231
17;0,26;30,04444444;46,30769231
17;0,3119;30,04444444;46,30769231
17;0,2709;30,04444444;46,30769231
17;0,3278;30,04444444;46,30769231
17;0,2019;30,04444444;46,30769231
18;0,4943;32,15555556;47,43846154
18;0,3517;32,15555556;47,43846154
18;0,4855;32,15555556;47,43846154
18;0,4197;32,15555556;47,43846154
18;0,4442;32,15555556;47,43846154
18;0,349;32,15555556;47,43846154
18;0,3888;32,15555556;47,43846154
18;0,3619;32,15555556;47,43846154
18;0,3926;32,15555556;47,43846154
18;0,3738;32,15555556;47,43846154
18;0,4326;32,15555556;47,43846154
18;0,4538;32,15555556;47,43846154
18;0,406;32,15555556;47,43846154
18;0,3898;32,15555556;47,43846154
18;0,3666;32,15555556;47,43846154
18;0,4627;32,15555556;47,43846154
18;0,3477;32,15555556;47,43846154
18;0,4724;32,15555556;47,43846154
18;0,3239;32,15555556;47,43846154
18;0,482;32,15555556;47,43846154
19;0,1555;34,26666667;48,56923077
19;0,1632;34,26666667;48,56923077
19;0,1841;34,26666667;48,56923077
19;0,3859;34,26666667;48,56923077
19;0,2702;34,26666667;48,56923077
19;0,1735;34,26666667;48,56923077
19;0,2113;34,26666667;48,56923077
19;0,2439;34,26666667;48,56923077
19;0,2838;34,26666667;48,56923077
19;0,2609;34,26666667;48,56923077
19;0,2212;34,26666667;48,56923077
19;0,1916;34,26666667;48,56923077
19;0,113;34,26666667;48,56923077
19;0,1781;34,26666667;48,56923077
19;0,193;34,26666667;48,56923077
19;0,1517;34,26666667;48,56923077
19;0,1754;34,26666667;48,56923077
19;0,2362;34,26666667;48,56923077
19;0,1979;34,26666667;48,56923077
19;0,2181;34,26666667;48,56923077
20;0,2521;36,37777778;49,7
20;0,2315;36,37777778;49,7
20;0,2569;36,37777778;49,7
20;0,1789;36,37777778;49,7
20;0,2378;36,37777778;49,7
20;0,2867;36,37777778;49,7
20;0,1724;36,37777778;49,7
20;0,2393;36,37777778;49,7
20;0,0047;36,37777778;49,7
20;0,1995;36,37777778;49,7
20;0,2088;36,37777778;49,7
20;0,1887;36,37777778;49,7
20;0,2076;36,37777778;49,7
20;0,1969;36,37777778;49,7
20;0,1698;36,37777778;49,7
20;0,0873;36,37777778;49,7
20;0,2159;36,37777778;49,7
20;0,2055;36,37777778;49,7
20;0,0422;36,37777778;49,7
20;0,1976;36,37777778;49,7
21;0,3052;38,48888889;50,83076923
21;0,4207;38,48888889;50,83076923
21;0,34;38,48888889;50,83076923
21;0,4335;38,48888889;50,83076923
21;0,4158;38,48888889;50,83076923
21;0,2985;38,48888889;50,83076923
21;0,2321;38,48888889;50,83076923
21;0,3392;38,48888889;50,83076923
21;0,1466;38,48888889;50,83076923
21;0,2576;38,48888889;50,83076923
21;0,3151;38,48888889;50,83076923
21;0,2033;38,48888889;50,83076923
21;0,2404;38,48888889;50,83076923
21;0,1815;38,48888889;50,83076923
21;0,1797;38,48888889;50,83076923
21;0,3465;38,48888889;50,83076923
21;0,4066;38,48888889;50,83076923
21;0,3853;38,48888889;50,83076923
21;0,324;38,48888889;50,83076923
21;0,374;38,48888889;50,83076923
22;0,4976;40,6;51,96153846
22;0,4131;40,6;51,96153846
22;0,4069;40,6;51,96153846
22;0,3568;40,6;51,96153846
22;0,366;40,6;51,96153846
22;0,3576;40,6;51,96153846
22;0,3558;40,6;51,96153846
22;0,3929;40,6;51,96153846
22;0,4707;40,6;51,96153846
22;0,3593;40,6;51,96153846
22;0,4365;40,6;51,96153846
22;0,3892;40,6;51,96153846
22;0,3572;40,6;51,96153846
22;0,5175;40,6;51,96153846
22;0,459;40,6;51,96153846
22;0,4183;40,6;51,96153846
22;0,3525;40,6;51,96153846
22;0,4204;40,6;51,96153846
22;0,354;40,6;51,96153846
22;0,4051;40,6;51,96153846
23;0,3419;42,71111111;53,09230769
23;0,3842;42,71111111;53,09230769
23;0,3552;42,71111111;53,09230769
23;0,3127;42,71111111;53,09230769
23;0,2441;42,71111111;53,09230769
23;0,2769;42,71111111;53,09230769
23;0,4059;42,71111111;53,09230769
23;0,4274;42,71111111;53,09230769
23;0,37;42,71111111;53,09230769
23;0,2611;42,71111111;53,09230769
23;0,3489;42,71111111;53,09230769
23;0,3507;42,71111111;53,09230769
23;0,2922;42,71111111;53,09230769
23;0,3648;42,71111111;53,09230769
23;0,2801;42,71111111;53,09230769
23;0,357;42,71111111;53,09230769
23;0,3281;42,71111111;53,09230769
23;0,2859;42,71111111;53,09230769
23;0,3429;42,71111111;53,09230769
23;0,3582;42,71111111;53,09230769
24;0,2569;44,82222222;54,22307692
24;0,2606;44,82222222;54,22307692
24;0,2538;44,82222222;54,22307692
24;0,2873;44,82222222;54,22307692
24;0,3168;44,82222222;54,22307692
24;0,2846;44,82222222;54,22307692
24;0,2485;44,82222222;54,22307692
24;0,2758;44,82222222;54,22307692
24;0,2211;44,82222222;54,22307692
24;0,2207;44,82222222;54,22307692
24;0,2294;44,82222222;54,22307692
24;0,2783;44,82222222;54,22307692
24;0,1865;44,82222222;54,22307692
24;0,2896;44,82222222;54,22307692
24;0,3041;44,82222222;54,22307692
24;0,2559;44,82222222;54,22307692
24;0,3139;44,82222222;54,22307692
24;0,2291;44,82222222;54,22307692
24;0,2488;44,82222222;54,22307692
24;0,211;44,82222222;54,22307692
25;-0,1067;46,93333333;55,35384615
25;0,1585;46,93333333;55,35384615
25;0,031;46,93333333;55,35384615
25;0,2149;46,93333333;55,35384615
25;0,2719;46,93333333;55,35384615
25;0,2539;46,93333333;55,35384615
25;0,2407;46,93333333;55,35384615
25;0,085;46,93333333;55,35384615
25;-0,1288;46,93333333;55,35384615
25;-0,1835;46,93333333;55,35384615
25;-0,0942;46,93333333;55,35384615
25;-0,19;46,93333333;55,35384615
25;-0,0361;46,93333333;55,35384615
25;0,2235;46,93333333;55,35384615
25;0,2042;46,93333333;55,35384615
25;0,2388;46,93333333;55,35384615
25;0,0753;46,93333333;55,35384615
25;0,2043;46,93333333;55,35384615
25;-0,0139;46,93333333;55,35384615
25;-0,2068;46,93333333;55,35384615
26;0,1191;49,04444444;56,48461538
26;0,2323;49,04444444;56,48461538
26;0,0663;49,04444444;56,48461538
26;0,1268;49,04444444;56,48461538
26;0,3063;49,04444444;56,48461538
26;0,2124;49,04444444;56,48461538
26;0,2407;49,04444444;56,48461538
26;0,209;49,04444444;56,48461538
26;0,1097;49,04444444;56,48461538
26;0,0939;49,04444444;56,48461538
26;0,0889;49,04444444;56,48461538
26;0,0345;49,04444444;56,48461538
26;0,0084;49,04444444;56,48461538
26;0,1454;49,04444444;56,48461538
26;0,1387;49,04444444;56,48461538
26;0,0925;49,04444444;56,48461538
26;0,2454;49,04444444;56,48461538
26;0,0496;49,04444444;56,48461538
26;0,0914;49,04444444;56,48461538
26;0,0811;49,04444444;56,48461538
